epochs,test loss,train loss,test acc,train acc
1.0,1.4996299743652344,1.4820666313171387,0.9651260504201681,0.9818903318903319
2.0,1.4985325336456299,1.4787412881851196,0.9639355742296919,0.9841269841269841
3.0,1.496253490447998,1.4755165576934814,0.9668767507002801,0.9867243867243867
4.0,1.4962642192840576,1.4742757081985474,0.965546218487395,0.988023088023088
5.0,1.4964308738708496,1.4733034372329712,0.9665966386554622,0.989033189033189
