epochs,test loss,train loss,test acc,train acc
1.0,1.7410354614257812,1.7357354164123535,0.7436274509803922,0.7519119769119769
2.0,1.642431378364563,1.6349793672561646,0.826890756302521,0.8362554112554113
3.0,1.562633991241455,1.5552780628204346,0.9183473389355742,0.9256132756132757
4.0,1.5311875343322754,1.5217375755310059,0.9352240896358543,0.9448412698412698
5.0,1.5186755657196045,1.5079517364501953,0.946218487394958,0.9563852813852813
