epochs,test loss,train loss,test acc,train acc
1.0,1.5642162561416626,1.5597447156906128,0.9310224089635855,0.9343795093795094
2.0,1.5204849243164062,1.5107922554016113,0.9507002801120448,0.9605699855699855
3.0,1.5087671279907227,1.4966278076171875,0.9585434173669468,0.9704184704184704
4.0,1.5024546384811401,1.4880785942077637,0.9635854341736695,0.9766594516594517
5.0,1.498199462890625,1.4827739000320435,0.9673669467787115,0.9807359307359307
