epochs,test loss,train loss,test acc,train acc
1.0,1.7936084270477295,1.790282130241394,0.6679271708683473,0.672005772005772
2.0,1.7028493881225586,1.6951533555984497,0.7592436974789916,0.768001443001443
3.0,1.6075600385665894,1.6015865802764893,0.8556022408963585,0.8625180375180376
4.0,1.5462085008621216,1.537738561630249,0.9195378151260504,0.9283189033189033
5.0,1.527126669883728,1.5177606344223022,0.9364145658263305,0.9472582972582972
